TX,TY,TZ
-10.944418465325718,-10.944418465325718,93.74758448588213
-10.851539102960842,-10.851539102960842,93.90198503762115
-10.757415490013521,-10.757415490013521,94.05470029782094
-10.662042797568176,-10.662042797568176,94.20572060865035
-10.565416196709222,-10.565416196709222,94.35503631227822
-10.467530858521073,-10.467530858521073,94.5026377508733
-10.368381954088136,-10.368381954088136,94.64851526660453
-10.267964654494833,-10.267964654494833,94.79265920164069
-10.16627413082557,-10.16627413082557,94.9350598981506
-10.063305554164785,-10.063305554164785,95.07570769830309
-9.95905409559687,-9.95905409559687,95.21459294426701
-9.853514926206245,-9.853514926206245,95.35170597821117
-9.746683217077319,-9.746683217077319,95.48703714230442
-9.638554139294527,-9.638554139294527,95.62057677871555
-9.529122863942263,-9.529122863942263,95.75231522961343
-9.418384562104961,-9.418384562104961,95.88224283716688
-9.30633440486703,-9.30633440486703,96.01034994354474
-9.192967563312848,-9.192967563312848,96.13662689091582
-9.078279208526894,-9.078279208526894,96.26106402144893
-8.962264511593531,-8.962264511593531,96.38365167731295
-8.844918643597211,-8.844918643597211,96.50438020067669
-8.726236775622311,-8.726236775622311,96.62323993370894
-8.606214078753297,-8.606214078753297,96.7402212185786
-8.484845724074518,-8.484845724074518,96.85531439745446
-8.362126882670452,-8.362126882670452,96.96850981250536
-8.238052725625465,-8.238052725625465,97.0797978059001
-8.112618424023992,-8.112618424023992,97.18916871980754
-7.985819148950483,-7.985819148950483,97.29661289639652
-7.857650071489289,-7.857650071489289,97.40212067783584
-7.728106362724844,-7.728106362724844,97.50568240629434
-7.597183193741586,-7.597183193741586,97.60728842394084
-7.464875735623934,-7.464875735623934,97.70692907294422
-7.331179159456241,-7.331179159456241,97.80459469547324
-7.196088636323012,-7.196088636323012,97.90027563369678
-7.059599337308583,-7.059599337308583,97.99396222978363
-6.921706433497434,-6.921706433497434,98.08564482590266
-6.782405095973942,-6.782405095973942,98.17531376422266
-6.641690495822502,-6.641690495822502,98.26295938691248
-6.499557804127576,-6.499557804127576,98.34857203614098
-6.356002191973559,-6.356002191973559,98.43214205407695
-6.211018830444843,-6.211018830444843,98.51365978288922
-6.064602890625878,-6.064602890625878,98.59311556474663
-5.916749543601071,-5.916749543601071,98.67049974181799
-5.76745396045483,-5.76745396045483,98.74580265627218
-5.616711312271576,-5.616711312271576,98.81901465027798
-5.4645167701357025,-5.4645167701357025,98.89012606600423
-5.310865505131645,-5.310865505131645,98.95912724561978
-5.155752688343824,-5.155752688343824,99.02600853129344
-4.999173490856634,-4.999173490856634,99.09076026519405
-4.8411230837545105,-4.8411230837545105,99.15337278949043
-4.681596638121846,-4.681596638121846,99.21383644635144
-4.520589325043062,-4.520589325043062,99.27214157794587
-4.3580963156025945,-4.3580963156025945,99.32827852644256
-4.194112780884836,-4.194112780884836,99.38223763401034
-4.028633891974209,-4.028633891974209,99.43400924281805
